Channel,RMS_5635,noise_5635,RMS_5636,noise_5636,RMS_5637,noise_5637,RMS_5638,noise_5638,RMS_5639,noise_5639,RMS_5640,noise_5640,RMS_5641,noise_5641,RMS_5642,noise_5642,RMS_5643,noise_5643
4161,0.064125893,0.001609679,0.057813425,0.00130764,0.07590544,0.001510251,0.059713543,0.002537766,0.062084103,0.001251051,0.015046193,0.003255821,0.025335601,0.001435655,0.02894776,0.001523226,0.031326529,0.004847491
4172,0.041964817,0.000904343,0.031525281,0.007829834,0.060283617,0.011677696,0.025328123,0.001402504,0.03733817,0.001305797,0.010698947,0.002915494,0.014974221,0.001526142,0.01652221,0.000903771,0.017171855,0.004796222
4183,0.03877163,0.001997393,0.04868129,0.004346569,0.069231717,0.00643618,0.052714965,0.002564199,0.057178339,0.001633214,0.013347597,0.002672271,0.02577895,0.000893115,0.027971358,0.00151062,0.007732967,0.000984705
4194,0.040919754,0.001425548,0.045483691,0.003772231,0.061684348,0.005244809,0.042244291,0.002788,0.051867767,0.00264218,0.013159043,0.000904431,0.026624623,0.001598527,0.036302419,0.003675246,0.016146072,0.006330432
4205,0.038164537,0.001600996,0.038423457,0.002108418,0.048036877,0.001512532,0.056393021,0.004535065,0.069552222,0.00270852,0.034996637,0.001461193,0.028060311,0.001885091,0.040299367,0.002128102,0.019553734,0.007262599
4216,0.023600885,0.002096977,0.042638911,0.000771314,0.065332537,0.001227024,0.080101124,0.001771948,0.106748701,0.001839834,0.059310445,0.003280891,0.028756542,0.001308467,0.034865708,0.001376825,0.012534575,0.003417059
4227,0.033186373,0.001289792,0.030504932,0.001992762,0.049880184,0.001316986,0.066699644,0.002491202,0.092425187,0.001594861,0.038852311,0.003760313,0.023865025,0.001353828,0.029056449,0.003062607,0.017705464,0.008095702
4238,0.096104522,0.001943143,0.185489384,0.004784783,0.221590448,0.005656899,0.14589329,0.006467456,0.17570892,0.003198847,0.079459776,0.00331457,0.053691292,0.002526391,0.069378896,0.003187102,0.044962818,0.010324157
4249,0.055766973,0.002577897,0.142200483,0.00472934,0.17436047,0.003714292,0.125112253,0.00445514,0.14487251,0.002145043,0.108725438,0.005509971,0.069211607,0.00242897,0.089953685,0.003902607,0.036265709,0.004544227
4260,0.086920788,0.004189525,0.120742788,0.003471224,0.151600926,0.004133579,0.113732406,0.00714652,0.139615722,0.004612358,0.120662077,0.004794559,0.058201442,0.002104665,0.084428456,0.002482595,0.033925155,0.013034781
4271,0.18366366,0.005971428,0.265567931,0.006845129,0.323125245,0.008688991,0.173836557,0.005598738,0.254994406,0.003987056,0.212082252,0.005625192,0.114001418,0.00415023,0.135048581,0.008107981,0.110651425,0.011615778
4282,0.107643247,0.006240594,0.142133203,0.006759985,0.216927027,0.00308447,0.087223165,0.008870092,0.153312562,0.004341074,0.130849991,0.005002643,0.073776765,0.005015242,0.102972304,0.00843427,0.073260825,0.003016669
4293,0.214597007,0.007407576,0.469216481,0.005849028,0.548189565,0.003699436,0.230183132,0.006048786,0.311412575,0.00289626,0.253480169,0.003890136,0.159155373,0.002208607,0.172927177,0.003615981,0.104016312,0.004697745
4304,0.182434603,0.001568668,0.488905396,0.002617317,0.577061735,0.001768373,0.118946343,0.004328107,0.176794787,0.004349862,0.142871683,0.003810913,0.151304255,0.003206009,0.140927059,0.002361797,0.082472401,0.001943018
4315,0.069989981,0.00189397,0.313890722,0.007042434,0.345812881,0.007125869,0.089548932,0.002205396,0.15575089,0.004571431,0.106422111,0.004001464,0.116482119,0.002049895,0.11108795,0.002448907,0.069418515,0.012870399
4326,0.030260949,0.001702486,0.14122204,0.002521486,0.134232373,0.002245525,0.100030883,0.005234243,0.15950283,0.004616237,0.101200224,0.003203488,0.06791963,0.001674092,0.065510698,0.002701674,0.0409847,0.006446264
4337,0.036107682,0.001444398,0.076282889,0.008441841,0.072564059,0.007096223,0.085113315,0.005162074,0.127060441,0.004722752,0.115515803,0.00396824,0.074363985,0.003379487,0.081260755,0.004417146,0.030884627,0.004678054
4348,0.049097257,0.002130086,0.12187224,0.002797133,0.119852262,0.003985329,0.125186012,0.007265342,0.147001721,0.004498853,0.15006764,0.003147978,0.120453204,0.004071622,0.101009696,0.005947249,0.071760537,0.005195339
4359,0.077168939,0.003245041,0.118696612,0.00732227,0.161935626,0.005970643,0.061760567,0.007712333,0.125326256,0.003329519,0.12563942,0.00163551,0.082909845,0.002517793,0.092852474,0.003044121,0.082867729,0.011124035
4370,0.072018069,0.004068836,0.096549842,0.015377314,0.118799695,0.017166756,0.105567778,0.01169382,0.123087902,0.013081632,0.141338206,0.003314512,0.091644196,0.003053422,0.116051172,0.005401022,0.103221344,0.015863037
4381,0.04521386,0.002651683,0.048055317,0.005188065,0.057271221,0.003612165,0.052295198,0.011545079,0.052920588,0.004612221,0.046757044,0.002959656,0.040117983,0.002355314,0.061157825,0.004188927,0.052058412,0.005425748
4392,0.029005459,0.001477537,0.05201992,0.001438985,0.05381035,0.001882751,0.03285781,0.007466408,0.023922188,0.002387875,0.022497484,0.001589368,0.012589174,0.00132655,0.032708453,0.002306343,0.031211116,0.004460701
4403,0.027487593,0.001835868,0.046420146,0.001653219,0.048047878,0.001601214,0.047406597,0.003469464,0.042307469,0.002084068,0.02138182,0.001476788,0.014466306,0.001373377,0.024887635,0.002391203,0.022896412,0.004090362
4414,0.015348703,0.001019379,0.01607376,0.002710552,0.018684373,0.002413919,0.034716448,0.00168007,0.032651388,0.000991528,0.007937227,0.000782198,0.008992194,0.000995318,0.010699806,0.000829046,0.014100759,0.005295152
4425,0.022731878,0.001370095,0.028271183,0.001579755,0.031493454,0.002490335,0.025595154,0.002823417,0.029976184,0.001586942,0.00950171,0.003254479,0.014052327,0.001079518,0.023099583,0.001023129,0.016586533,0.000861183
4436,0.018322253,0.003178361,0.035030213,0.006235254,0.026720932,0.004890618,0.018681137,0.008952261,0.037850651,0.003470136,0.014154702,0.005285296,0.016633476,0.001663104,0.022670027,0.002752079,0.021029778,0.006932793
4447,0.104845198,0.004195928,0.102692316,0.010924393,0.115525935,0.00702649,0.055211882,0.012142368,0.084971687,0.006334858,0.01918567,0.005317459,0.015110148,0.004881399,0.016092892,0.004716424,0.021787053,0.013381741
4458,0.054192703,0.007741893,0.03256996,0.025374755,0.042053457,0.018442964,0.055561801,0.014232926,0.067501295,0.009831085,0.032882181,0.003419988,0.046753098,0.002904191,0.048620093,0.003663697,0.046920354,0.00969755
4469,0.060856599,0.007050442,0.03650053,0.008476751,0.027556509,0.004077558,0.064067939,0.016950239,0.111948843,0.007216942,0.070484376,0.003481296,0.101681739,0.003332764,0.109178743,0.010625682,0.095692716,0.012248097
4480,0.065622509,0.003836114,0.050979758,0.005950427,0.04072066,0.007653249,0.047007291,0.007801135,0.074700588,0.010237946,0.071636867,0.002267474,0.064068227,0.002279136,0.050914092,0.003879577,0.053324809,0.008941736
4491,0.081796057,0.005180663,0.083074383,0.02066752,0.092682729,0.023627153,0.064788111,0.013423327,0.078967798,0.011072662,0.082836399,0.006089451,0.095273916,0.006704002,0.099199355,0.006863763,0.087132198,0.007171387
4502,0.023833546,0.003020358,0.05462987,0.021106204,0.033658882,0.012447041,0.040367307,0.007558375,0.042099009,0.01037259,0.038026287,0.005808613,0.035664601,0.005610131,0.031702878,0.004589215,0.046450427,0.008748711
4513,0.025074127,0.003641039,0.047240187,0.006236375,0.020967949,0.004613879,0.062212382,0.010951289,0.057827134,0.008826091,0.086451577,0.003797276,0.06824515,0.002302228,0.055869206,0.003729094,0.112284102,0.009756326
4524,0.029061537,0.003361713,0.042407922,0.015075384,0.039351862,0.005472634,0.113530429,0.011506324,0.09692431,0.007879825,0.09061231,0.002763038,0.055556907,0.002810335,0.065772271,0.007613064,0.101768187,0.011315195
4535,0.030692593,0.003575804,0.052147263,0.012387927,0.056691078,0.014256962,0.081015035,0.013855217,0.102856073,0.009504685,0.080899212,0.005440655,0.03724895,0.003691488,0.048203544,0.007132518,0.062933984,0.014451608
4546,0.036581073,0.007068171,0.056848603,0.013931283,0.064728769,0.013172846,0.06947314,0.012857732,0.10692598,0.010861797,0.074633415,0.006128051,0.058802718,0.00620097,0.07193912,0.006919199,0.093138734,0.005029424
4557,0.014082875,0.001585066,0.017422408,0.004857626,0.024492759,0.004278371,0.029673604,0.008490631,0.040469,0.004713103,0.026162517,0.00260669,0.018909897,0.002395103,0.025617746,0.002820177,0.030141741,0.002442338
4568,0.014016237,0.002428051,0.019835399,0.002256544,0.017561445,0.005893944,0.017849703,0.00802326,0.027388468,0.00601229,0.019051439,0.003111041,0.020979644,0.002892365,0.018381851,0.001263817,0.027163746,0.004645284
4579,0.018917034,0.001941142,0.034831246,0.006526997,0.029272934,0.005988952,0.012794701,0.006887324,0.037293558,0.005169785,0.029933597,0.002411218,0.042605182,0.003638827,0.032409423,0.001877467,0.057866705,0.017430115
4590,0.048617115,0.002135326,0.055028109,0.008966334,0.042125341,0.014175717,0.012526242,0.007819856,0.047641902,0.005738585,0.034024166,0.003335769,0.050011427,0.002718506,0.038698548,0.001749229,0.083889262,0.010787615
4601,0.024603399,0.002689854,0.039456992,0.008600535,0.028466163,0.009243096,0.01511881,0.005180051,0.026558034,0.004103045,0.029504552,0.003333584,0.027221613,0.003660171,0.029747975,0.00309105,0.053931667,0.006034047
4612,0.018081125,0.003035033,0.025692267,0.005103266,0.026690205,0.002970596,0.023509062,0.005339866,0.041143944,0.002665044,0.039340502,0.002463985,0.008830296,0.002159969,0.009493167,0.001844237,0.014325447,0.012730694
4623,0.042784494,0.008737015,0.058509889,0.020904343,0.04124524,0.013432904,0.050980011,0.009442631,0.075463671,0.008830038,0.065500116,0.00411014,0.025149827,0.004859913,0.024768087,0.006389136,0.029074463,0.007278794
4634,0.047825751,0.006358287,0.0654738,0.01970852,0.041039024,0.014527819,0.071407619,0.011629942,0.101847433,0.005217549,0.098733617,0.009294773,0.0343893,0.006189696,0.055754801,0.006423141,0.045806392,0.013394764
4645,0.034702853,0.009416031,0.055230751,0.016728745,0.049389655,0.021242385,0.056624887,0.011928848,0.075307677,0.01603285,0.079558492,0.007643274,0.023961319,0.00609249,0.037976585,0.010541858,0.023808765,0.008717059
4656,0.046555032,0.005727795,0.051092151,0.010151527,0.058505656,0.013521913,0.047271573,0.00801992,0.073847828,0.009442898,0.058764628,0.004023932,0.054741597,0.003359651,0.045827677,0.005229116,0.049661746,0.005542273
4667,0.030329453,0.005675783,0.037675808,0.005888931,0.026368646,0.007290668,0.025164194,0.005921661,0.030167063,0.006443697,0.033493703,0.002411139,0.056885908,0.002222438,0.037716927,0.002662446,0.05097787,0.006709812
4678,0.022516049,0.002488236,0.019265497,0.008640902,0.022221641,0.007971674,0.024193756,0.006258032,0.016389122,0.004425256,0.018664901,0.00242226,0.028279051,0.001794606,0.023167684,0.003857369,0.034511751,0.003600941
4689,0.025895866,0.005268906,0.021888938,0.008521668,0.032200068,0.007069144,0.019591399,0.004276672,0.012747675,0.004876686,0.02595582,0.00533344,0.01739205,0.002538712,0.015238963,0.002965608,0.015980095,0.003444434
4700,0.022787456,0.002532682,0.027851022,0.005027916,0.030577459,0.006175102,0.033625796,0.002659647,0.015418474,0.005625961,0.025003719,0.006697653,0.014068497,0.001710288,0.012690638,0.003906422,0.008725221,0.0058851
4711,0.018868516,0.003658986,0.019442123,0.00601804,0.027902639,0.00744965,0.026404399,0.005289471,0.01694624,0.005606275,0.018732827,0.004378339,0.018402865,0.001514823,0.018296624,0.003770742,0.020583394,0.00522867
4722,0.034533071,0.003976202,0.033590868,0.004346087,0.024114052,0.002140923,0.009714289,0.001621178,0.01136298,0.002376308,0.014650217,0.003950095,0.023794136,0.001982425,0.025096308,0.00213814,0.033063355,0.009056071
4733,0.007636101,0.003738298,0.00332096,0.002577235,0.004385645,0.001182674,0.003252874,0.005092118,0.011766482,0.011865658,0.006685732,0.000505868,0.006448213,0.002420785,0.001917171,0.002331446,0.004403801,0.003027868
4744,0.007115937,0.005613115,0.001859091,0.000550652,0.004864239,0.00124783,0.00344185,0.001421392,0.004520472,0.005127187,0.004008831,0.002755301,0.010827568,0.007785077,0.002997321,0.006936511,0.008582332,0.002120804
4755,0.003078836,0.004491036,0.003920498,0.003059921,0.004548663,0.001449146,0.004855911,0.002752707,0.007522285,0.010913578,0.012908392,0.004996812,0.010273876,0.00486412,0.005734711,0.004054002,0.004951461,0.00346412
4766,0.004932097,0.001658397,0.005689585,0.001085673,0.006328018,0.001218213,0.012630258,0.025619607,0.005744636,0.031065007,0.019460968,0.013905561,0.020748497,0.017586984,0.028402516,0.021744751,0.006420103,0.003799261
4777,0.011898242,0.00508088,0.004637697,0.000965109,0.008632547,0.001914288,0.006259051,0.00599871,0.011508498,0.008380538,0.005893086,0.007676757,0.017062313,0.002967598,0.005149402,0.005588185,0.010248872,0.001597443
4788,0.015352555,0.00079458,0.011433077,0.001454351,0.010966944,0.002116578,0.006461257,0.001745193,0.010884409,0.002534912,0.006116311,0.001266981,0.014765161,0.001119418,0.007675965,0.001243781,0.012599695,0.001831012
4799,0.014456605,0.000939024,0.010735243,0.003463927,0.017399833,0.002987291,0.009343788,0.003052207,0.011933832,0.004856644,0.008158951,0.002131856,0.012322553,0.001252938,0.009188571,0.001131413,0.013731181,0.004941542
4810,0.011805896,0.001275077,0.01165896,0.002848618,0.013407917,0.002541106,0.005234927,0.00147861,0.007471497,0.003312353,0.006312765,0.001247409,0.009145076,0.00093267,0.007166811,0.00048752,0.009959345,0.004949774
4821,0.007530179,0.00103297,0.010042296,0.002428399,0.011264728,0.003340946,0.004709196,0.002308667,0.006753617,0.004018203,0.006118387,0.001276293,0.005805609,0.001067659,0.00593342,0.000771188,0.010410808,0.001571691
4832,0.007564719,0.001144196,0.00932088,0.003121448,0.010055192,0.001922432,0.003080902,0.001520659,0.00822747,0.002666824,0.00512876,0.000884692,0.006743921,0.000760929,0.005204339,0.001298912,0.008628712,0.000917135
4843,0.007629455,0.001408387,0.005468805,0.001378847,0.004619654,0.001977932,0.00395993,0.001706025,0.005848129,0.001180022,0.004551011,0.000890766,0.005268422,0.000548099,0.005629724,0.000917344,0.00760103,0.003111587
4854,0.005630757,0.000838904,0.005005569,0.00140162,0.003621414,0.001391777,0.003621021,0.002172785,0.004669202,0.002022509,0.004771443,0.000982631,0.005422419,0.000533103,0.00646092,0.000999327,0.007176737,0.0012347
4865,0.004948916,0.000500037,0.00460997,0.001282984,0.004394205,0.001141576,0.004268292,0.000886648,0.006135156,0.00113965,0.004502189,0.000759819,0.005108999,0.000615979,0.004835566,0.000664818,0.00608055,0.001193722
4876,0.005234538,0.000646993,0.00507933,0.000844251,0.003094559,0.000963042,0.00476905,0.000946841,0.004323814,0.001167159,0.003994967,0.000891865,0.004057749,0.000562163,0.004390491,0.000521785,0.005046488,0.00127842
4887,0.003817132,0.000745086,0.003855325,0.001773721,0.004685094,0.001515886,0.004065115,0.000843621,0.004021392,0.001296138,0.00421409,0.000746641,0.004170746,0.000812973,0.006690491,0.00046409,0.005593336,0.000605815
4898,0.003969747,0.000847384,0.004313701,0.001405377,0.005610333,0.001470115,0.003447092,0.00071482,0.004832132,0.001358202,0.003361781,0.000855648,0.003718063,0.000690841,0.005227617,0.000823978,0.004575294,0.000955122
4909,0.003422623,0.00053108,0.003064903,0.001391066,0.005933599,0.000939191,0.002223293,0.000871577,0.003823595,0.001537488,0.002149538,0.000640649,0.002387723,0.000527953,0.004192512,0.000879376,0.003073562,0.000432354
4920,0.002404119,0.000531897,0.004673065,0.001321374,0.004611849,0.001545314,0.003282623,0.001564744,0.002818323,0.001604728,0.001441704,0.000476378,0.002815089,0.000550189,0.003011535,0.000674853,0.002979127,0.000848623
4931,0.003837267,0.000748158,0.005002244,0.001384722,0.005781774,0.001133617,0.002330505,0.001280394,0.004474783,0.001421213,0.001859793,0.000781541,0.003837227,0.000370527,0.00371256,0.000720802,0.004105423,0.001066126
4942,0.003116775,0.000434493,0.002933713,0.001111027,0.003131059,0.000588554,0.005387319,0.001080174,0.003508604,0.000656805,0.002233352,0.000370919,0.002052682,0.00029062,0.002526544,0.00053067,0.002817451,0.000276583
4953,0.002389648,0.000617595,0.002366097,0.000531891,0.00518727,0.000873262,0.003470692,0.001052737,0.001801327,0.001283357,0.001825175,0.000431484,0.002256025,0.000397875,0.002580012,0.000348215,0.003417712,0.00081823
4964,0.002441933,0.000692565,0.002532793,0.00094723,0.003860613,0.001345883,0.002180035,0.000818996,0.002796123,0.00112346,0.001512961,0.000607836,0.002118802,0.000614968,0.00331429,0.000418644,0.003748091,0.001254554
4975,0.002387263,0.000640922,0.002101071,0.001073125,0.001860996,0.001199028,0.002110258,0.000458739,0.00363389,0.000870368,0.001642178,0.000423435,0.002260107,0.000577323,0.002798377,0.000302951,0.005041383,0.000986625
4986,0.002783816,0.000528205,0.001993811,0.001255414,0.002041021,0.000841073,0.002675819,0.000869832,0.004165422,0.001066078,0.002674906,0.000820701,0.002144594,0.000471646,0.004874341,0.000540473,0.00491571,0.000903128
4997,0.003010915,0.000601699,0.00242396,0.001364726,0.002418531,0.000630375,0.001766391,0.00086097,0.003310167,0.000722361,0.002983004,0.000893126,0.003191543,0.000340742,0.004689633,0.000660002,0.004053681,0.000557338
5008,0.00264257,0.000480295,0.001900199,0.00105788,0.001054628,0.000989955,0.002557856,0.000814094,0.002231811,0.000817436,0.002601821,0.00038189,0.002273332,0.000370452,0.003931489,0.000696839,0.002308808,0.00114823
5019,0.000674,0.000279625,0.001557778,0.000708411,0.001461517,0.000831803,0.002132422,0.000672005,0.002602923,0.000892549,0.002306334,0.000448941,0.002071678,0.000206688,0.004181965,0.000356295,0.002068111,0.000474971
5030,0.001620939,0.000346222,0.000618368,0.000803453,0.001681857,0.000338765,0.001802602,0.000800944,0.002152355,0.000686564,0.001717708,0.000601611,0.001598925,0.000352655,0.002914544,0.000213641,0.002267364,0.000765016
5041,0.00205916,0.000337335,0.001098529,0.000752554,0.001459519,0.001030985,0.001226474,0.000565493,0.00085725,0.000414768,0.00090788,0.000408379,0.000761102,0.000332162,0.001280566,0.000395693,0.001416687,0.00083008
5052,0.002429577,0.000530315,0.001845269,0.001849048,0.001203091,0.001305303,0.001575904,0.00058591,0.001621041,0.001352407,0.002066873,0.000414174,0.00262394,0.000254983,0.00419407,0.000329422,0.002871009,0.00097913
5063,0.002451159,0.000738055,0.002314965,0.002236177,0.002088343,0.000949306,0.00277438,0.000775107,0.002402602,0.001030851,0.002367052,0.000586006,0.003362822,0.000511422,0.004317248,0.00047908,0.004104461,0.00076585
5074,0.001361639,0.000642951,0.001772262,0.00110953,0.001625908,0.000874399,0.001874245,0.000716681,0.001836898,0.001139146,0.001469235,0.000598283,0.001696709,0.000524838,0.002298371,0.000270221,0.002267356,0.000782235
5085,0.00094283,0.000574262,0.000966955,0.000979424,0.001757346,0.000899551,0.001269384,0.000620217,0.001262541,0.000782134,0.00101902,0.00056847,0.001160867,0.000615331,0.001894765,0.000319691,0.002426241,0.000829992
5096,0.001160275,0.000562743,0.001159716,0.000775722,0.002208638,0.000379894,0.001912601,0.001003713,0.001667744,0.001137383,0.001411528,0.000571425,0.001386013,0.000505142,0.001751217,0.000504749,0.001849261,0.001016802
5107,0.001691279,0.000599801,0.001739154,0.000802624,0.003906413,0.001062817,0.002336304,0.000709077,0.0022791,0.001575708,0.002074417,0.000518997,0.001965364,0.000604452,0.002803769,0.000461946,0.002070497,0.00124992
5118,0.001684209,0.000707478,0.001679939,0.001173587,0.004169809,0.001643821,0.002636296,0.000660506,0.00251934,0.001197834,0.003158578,0.000596103,0.001801679,0.000386139,0.001659365,0.000398133,0.002332633,0.000419685
5129,0.002465092,0.000673223,0.001968431,0.001160603,0.003209972,0.001627966,0.003948298,0.000883704,0.002307187,0.000849346,0.002183903,0.000635669,0.00160505,0.000206386,0.002086791,0.000334966,0.002312859,0.000751641
5140,0.002180411,0.000492949,0.002553591,0.001184568,0.00315918,0.002070216,0.004344295,0.000829832,0.003359976,0.001923035,0.003774163,0.000957768,0.002427918,0.000336808,0.003193114,0.000309131,0.003607357,0.001651577
5151,0.002140581,0.000481526,0.002265684,0.000921961,0.003503464,0.002049087,0.002983292,0.000824533,0.002322391,0.001574778,0.00237199,0.000747518,0.002330117,0.000341191,0.003321186,0.000289857,0.002006302,0.000690395
5162,0.002144239,0.000700437,0.003280267,0.001238146,0.003831143,0.00115731,0.003712222,0.001176282,0.003321035,0.002633427,0.003184048,0.000913008,0.002863138,0.000534436,0.003199733,0.000282924,0.003137089,0.00093686
5173,0.002392793,0.000549562,0.002171127,0.00152339,0.004075836,0.000871108,0.002468849,0.000811325,0.00195324,0.000817118,0.002432927,0.000789179,0.001783632,0.000506128,0.002007711,0.000460294,0.002301013,0.001493844
5184,0.001602934,0.000495961,0.001371427,0.001292795,0.003096712,0.001354445,0.001938397,0.000611174,0.002468416,0.001394925,0.001616652,0.001087475,0.001181482,0.000466437,0.001108032,0.000346656,0.000920867,0.001699023
5195,0.00244861,0.000812848,0.003033291,0.001743514,0.003282385,0.003528688,0.003389641,0.001005992,0.002665563,0.001602029,0.002127608,0.001080492,0.001769211,0.000603138,0.001740172,0.000943273,0.002190615,0.001452763
5206,0.002738452,0.000822215,0.003311869,0.001212498,0.002189269,0.003273885,0.003393348,0.000998417,0.003179762,0.001828966,0.002411446,0.001078643,0.002309473,0.000515283,0.003267854,0.00076608,0.003311982,0.000856279
5217,0.000794943,0.000469695,0.001828326,0.00118856,0.001518304,0.002259376,0.001479995,0.000584667,0.001761777,0.001095007,0.001389262,0.000979485,0.002083079,0.000472383,0.001863993,0.000488768,0.004139541,0.001162964
5228,0.000907497,0.000347483,0.00095613,0.000611075,0.001310453,0.000486499,0.001272637,0.000329912,0.001256325,0.000513614,0.000976685,0.000834921,0.000843415,0.000466109,0.000775151,0.000299284,0.002438272,0.001279316
5239,0.000652841,0.000184706,0.000910362,0.000878136,0.000737776,0.000458479,0.000584171,0.00035668,0.00089061,0.000434801,0.000379142,0.00028718,0.000615528,0.000400003,0.000618366,0.000180897,0.001847221,0.000367567
5250,0.000968963,0.000351661,0.001625169,0.000791532,0.001355772,0.000728912,0.001300685,0.000315619,0.001392013,0.00075793,0.00096462,0.000547236,0.000966199,0.000638201,0.000845463,0.000440649,0.001679623,0.000494631
5261,0.001438938,0.000654229,0.001499804,0.001250594,0.001580592,0.001265773,0.003316144,0.000904626,0.001514405,0.000760547,0.002139488,0.000468441,0.002833832,0.001604343,0.003123356,0.000762086,0.002146581,0.000535073
5272,0.002324992,0.000628981,0.001879513,0.00226888,0.002411563,0.00156109,0.00535784,0.001236399,0.004472711,0.001927554,0.003407519,0.000732404,0.005291988,0.000903272,0.006312975,0.001288966,0.008655281,0.001564159
5283,0.00384319,0.000950428,0.004684947,0.002196982,0.004195982,0.001535352,0.003651433,0.001107063,0.002710513,0.000866507,0.002637824,0.000974764,0.003017801,0.000628272,0.004435069,0.00112777,0.00578172,0.002041059
5294,0.003231552,0.001045657,0.004440588,0.001292517,0.004847283,0.003102455,0.004220027,0.002699813,0.003225025,0.001296642,0.003492715,0.001234986,0.002298185,0.000960577,0.003039371,0.001171399,0.004107385,0.002366666
5305,0.003612934,0.0016864,0.003901977,0.001797095,0.002549193,0.001747417,0.004724283,0.001950486,0.004657337,0.002045316,0.003140616,0.001725233,0.002122741,0.000704867,0.004831481,0.001276151,0.004487546,0.002546524
5316,0.003970164,0.001486682,0.002975333,0.001713258,0.002315776,0.001059794,0.002801805,0.00207259,0.0021611,0.001132589,0.002863214,0.000941207,0.002621787,0.000920689,0.005241955,0.000772551,0.004840554,0.000976553
5327,0.002301757,0.000840198,0.002420514,0.000548148,0.004149837,0.001209092,0.001691215,0.001901759,0.002101853,0.000448244,0.002861702,0.000990695,0.005178748,0.000813912,0.005582768,0.000659029,0.005459725,0.000740875
5338,0.001737865,0.000698634,0.00229664,0.000741644,0.002563521,0.00067782,0.001723338,0.000786447,0.00232878,0.000637809,0.001616144,0.000699324,0.00419246,0.000696649,0.004556495,0.000729522,0.004656112,0.000627459
5349,0.001347235,0.000555105,0.003205287,0.000873819,0.003838621,0.000896701,0.001719566,0.000747093,0.003619611,0.00075127,0.001529648,0.000868654,0.003095615,0.000635632,0.003776962,0.00080565,0.004438575,0.000565491
5360,0.000903683,0.000811324,0.005260196,0.001371927,0.004730907,0.001261482,0.003896099,0.001148773,0.004557822,0.00124372,0.003499912,0.000617525,0.002778557,0.000647065,0.003789987,0.000909598,0.002363155,0.000784891
5371,0.001848268,0.001391059,0.002854858,0.001142346,0.005014463,0.00129984,0.003819889,0.001233057,0.004352848,0.001419789,0.003067365,0.000931513,0.002339594,0.001044682,0.002693753,0.000715568,0.002828163,0.001046137
5382,0.004442368,0.000962557,0.00875428,0.00417846,0.009575084,0.004352529,0.004049771,0.00243579,0.004598743,0.00417582,0.003546201,0.001528067,0.009184462,0.001698003,0.008267308,0.001919772,0.008663579,0.002544201
5393,0.004303486,0.002731478,0.013157314,0.005806377,0.005517483,0.001893626,0.009176762,0.004423438,0.005872573,0.003573195,0.009442679,0.003059018,0.004790661,0.001302035,0.00301946,0.001256675,0.004589051,0.001832422
5404,0.003501975,0.001428751,0.004988789,0.003953378,0.003138844,0.002009811,0.008377114,0.004560435,0.005029998,0.004992562,0.00537565,0.001829336,0.004365885,0.001054915,0.005189751,0.002484519,0.004815569,0.001728126
5415,0.004803478,0.002439119,0.003628547,0.001602836,0.004715902,0.001816903,0.002292787,0.001016899,0.002751965,0.000656614,0.001537416,0.000972633,0.002288583,0.000858619,0.002096628,0.001574706,0.002964967,0.000873728
5426,0.006681049,0.001570926,0.005439917,0.006950024,0.005328907,0.004287559,0.007503751,0.001928727,0.010020689,0.00660712,0.003986432,0.001367805,0.005022124,0.001325888,0.004679598,0.001762224,0.005306007,0.000985228
5437,0.006194708,0.001795853,0.00377705,0.00203578,0.004043986,0.003673626,0.005993916,0.000838833,0.004111157,0.002093012,0.005747498,0.001592117,0.00200531,0.000868012,0.002954932,0.001001736,0.004437167,0.002325595
5448,0.009109778,0.001852742,0.003494545,0.002664261,0.005111917,0.002823816,0.008091079,0.00215372,0.003565078,0.003754722,0.012674662,0.002650719,0.006622871,0.00101347,0.003513397,0.002214392,0.003281953,0.002515197
5459,0.007807246,0.002887026,0.004051912,0.001913229,0.003781012,0.000876841,0.003877725,0.002009882,0.002540234,0.002447333,0.00621669,0.001754185,0.002360979,0.001354369,0.00565747,0.002009096,0.006283546,0.003293767
5470,0.005412726,0.003258638,0.007553471,0.003516571,0.007376294,0.000993738,0.010873185,0.001750104,0.005295178,0.001898457,0.016023887,0.002508509,0.005450975,0.002389945,0.011513252,0.001283275,0.012783345,0.001816644
5481,0.002904047,0.002461652,0.003000464,0.002951108,0.004055398,0.002238153,0.00490623,0.001833146,0.006826909,0.002941087,0.004135229,0.003844635,0.004484714,0.001679396,0.003096778,0.001848699,0.005644563,0.002280621
5492,0.008976487,0.002332337,0.004426694,0.002177498,0.007642522,0.001867502,0.005296062,0.002557371,0.00288033,0.000974933,0.005724362,0.001592273,0.001688872,0.00128272,0.003316959,0.001060745,0.007066297,0.001347716
5503,0.004394097,0.00223372,0.006908352,0.002944048,0.006463107,0.003437156,0.007846451,0.001847379,0.006263026,0.002195629,0.007200694,0.002411248,0.008239542,0.001692006,0.007397872,0.002777608,0.007198204,0.002377517
5514,0.001905269,0.000896859,0.001996579,0.001086236,0.002858692,0.001632572,0.002094027,0.001156834,0.003011965,0.001292719,0.003883318,0.001546081,0.0033608,0.000708007,0.004422387,0.001616352,0.004536206,0.001421936
5525,0.002772643,0.000633474,0.000907684,0.000472357,0.000769828,0.001087688,0.001096644,0.001142741,0.001587768,0.000557922,0.000715016,0.000656415,0.001194759,0.000508026,0.001877143,0.000697986,0.004154627,0.0014678
